WD,Av_WS,Mx_WS,1h_RF,24h_RF,Tem,Hum,b_PR
0,0,0,0,10.67,15.56,66,1008
45,0,0,0,10.67,15.56,65,1008
0,0,0,0,10.67,15.56,65,1008.1
45,0,0.45,0,10.67,15.56,65,1008.1
315,0,0.45,0,10.67,15.56,65,1008
0,0,0.45,0,10.67,15,66,1008
45,0,0.45,0,10.67,15.56,66,1008
0,0,0.45,0,10.67,15.56,66,1007.9
315,0,0.45,0,10.67,15.56,67,1008
270,0,0.45,0,10.67,15.56,66,1008.1
270,0,0.45,0,10.67,15,67,1008.1
45,0,0,0,10.67,15,68,1008.1
45,0,0,0,10.67,15,67,1008.1
45,0,0,0,10.67,15.56,63,1008.1
45,0,0,0,10.67,15.56,65,1008.1
45,0,0,0,10.67,15,67,1008.1
45,0,0,0,10.67,15.56,65,1008.1
45,0,0,0,10.67,15.56,66,1008.1
270,0,0,0,10.67,15.56,66,1008.1
270,0,0,0,10.67,15.56,66,1008.1
270,0,0,0,10.67,15.56,66,1008.2
270,0,0,0,10.67,15.56,67,1008.3
270,0,0,0,10.67,15.56,68,1008.3
270,0,0,0,10.67,15.56,68,1008.3
270,0,0,0,10.67,15.56,68,1008.4
270,0,0,0,10.67,15.56,68,1008.3
270,0,0,0,10.67,15.56,67,1008.3
270,0,0,0,10.67,15.56,69,1008.3
270,0,0,0,10.67,15.56,69,1008.4
270,0,0,0,10.67,15.56,70,1008.4
45,0,0,0,10.67,15.56,68,1008.4
45,0,0,0,10.67,15.56,69,1008.5
45,0,0,0,10.67,15.56,70,1008.4
270,0,0,0,10.67,15.56,70,1008.5
0,0,0,0,10.67,15.56,69,1008.5
0,0,0,0,10.67,15.56,69,1008.6
0,0,0,0,10.67,15.56,69,1008.6
0,0,0,0,10.67,15.56,70,1008.6
0,0,0,0,10.67,15.56,70,1008.6
0,0,0,0,10.67,15.56,70,1008.6
0,0,0,0,10.67,15.56,71,1008.7
0,0,0,0,10.67,15.56,71,1008.7
0,0,0,0,10.67,15.56,72,1008.7
0,0,0,0,10.67,15.56,71,1008.8
0,0,0,0,10.67,15.56,72,1008.8
0,0,0,0,10.67,15.56,72,1008.8
315,0,0,0,10.67,15.56,72,1008.8
315,0,0,0,10.67,15.56,72,1008.8
315,0,0,0,10.67,15.56,72,1008.9
315,0,0,0,10.67,15.56,73,1008.9
315,0,0,0,10.67,15.56,72,1008.9
315,0,0,0,10.67,15.56,73,1008.9
315,0,0,0,10.67,15.56,73,1008.9
315,0,0,0,10.67,15.56,73,1008.9
315,0,0,0,10.67,15.56,73,1009
315,0,0,0,10.67,15.56,73,1009
315,0,0,0,10.67,15.56,73,1009
315,0,0,0,10.67,15.56,73,1008.9
315,0,0,0,10.67,15.56,73,1008.9
225,0,0,0,10.67,15.56,72,1009
225,0,0,0,10.67,15.56,73,1009
225,0,0,0,10.67,15.56,73,1009
225,0,0,0,10.67,15.56,72,1009
225,0,0,0,10.67,15.56,72,1009
225,0,0,0,10.67,15.56,73,1009
225,0,0,0,10.67,15.56,71,1009
225,0,0,0,10.67,15.56,72,1009
225,0,0,0,10.67,15.56,72,1009
225,0,0,0,10.67,15.56,71,1009.1
225,0,0,0,10.67,15.56,68,1009
225,0,0,0,10.67,15.56,69,1009
225,0,0,0,10.67,15.56,69,1009.1
225,0,0,0,10.67,15.56,69,1009.1
225,0,0,0,10.67,15.56,68,1009.2
225,0,0,0,10.67,15.56,68,1009.2
225,0,0,0,10.67,15.56,67,1009.2
225,0,0,0,10.67,15.56,68,1009.1
225,0,0,0,10.67,15.56,69,1009.2
225,0,0,0,10.67,15,68,1009.1
225,0,0,0,10.67,15,67,1009.1
225,0,0,0,10.67,15,67,1009.1
225,0,0,0,10.67,15,67,1009.1
225,0,0,0,10.67,15,67,1009.2
225,0,0,0,10.67,15,67,1009.2
225,0,0,0,10.67,15,67,1009.2
225,0,0,0,10.67,15,67,1009.2
225,0,0,0,10.67,15,67,1009.3
225,0,0,0,10.67,15,67,1009.3
90,0,0,0,10.67,15,66,1009.2
90,0,0,0,10.67,15,67,1009.2
45,0,0,0,10.67,15,65,1009.3
45,0,0,0,10.67,15.56,67,1009.3
45,0,0,0,10.67,15,66,1009.3
45,0,0,0,10.67,15.56,66,1009.4
45,0,0,0,10.67,15.56,67,1009.4
45,0,0,0,10.67,15.56,68,1009.4
45,0,0,0,10.67,15,67,1009.4
45,0,0,0,10.67,15,67,1009.5
45,0,0,0,10.67,15.56,68,1009.5
45,0,0,0,10.67,15,67,1009.5
45,0,0,0,10.67,15,68,1009.5
45,0,0,0,10.67,15.56,65,1009.5
45,0,0,0,10.67,15.56,66,1009.5
45,0,0,0,10.67,15.56,66,1009.5
45,0,0,0,10.67,15.56,66,1009.6
45,0,0,0,10.67,15.56,66,1009.7
315,0,0,0,10.67,15.56,65,1009.6
315,0,0,0,10.67,15.56,64,1009.7
315,0,0.45,0,10.67,15.56,62,1009.7
315,0,0.45,0,10.67,16.11,63,1009.6
315,0,0,0,10.67,16.11,61,1009.7
315,0,0,0,10.67,16.11,61,1009.7
270,0,0,0,10.67,16.11,61,1009.7
270,0,0.45,0,10.67,16.11,61,1009.7
270,0,0.45,0,10.67,16.67,60,1009.7
270,0,0.45,0,10.67,16.67,60,1009.7
270,0,0,0,10.67,16.67,60,1009.7
270,0,0,0,10.67,16.67,58,1009.7
270,0,0.45,0,10.67,17.22,58,1009.8
270,0,0.45,0,10.67,17.78,56,1009.7
270,0,0.45,0,10.67,17.78,55,1009.7
225,0,0.45,0,10.67,18.33,54,1009.6
225,0,0.45,0,10.67,18.89,53,1009.6
225,0,0,0,10.67,19.44,50,1009.6
225,0,0,0,10.67,20.56,46,1009.6
270,0,0.89,0,10.67,21.67,44,1009.5
0,0,0.45,0,10.67,20.56,46,1009.4
315,0,0,0,10.67,20.56,48,1009.5
270,0,0.89,0,10.67,21.11,47,1009.4
270,0,0.89,0,10.67,21.67,44,1009.3
270,0,0.45,0,10.67,22.22,44,1009.2
225,0,0.89,0,10.67,21.67,43,1009.1
225,0,0.89,0,10.67,20.56,45,1009.2
270,0,0.89,0,10.67,20,47,1009.2
270,0,0.45,0,10.67,19.44,49,1009.3
0,0,0.45,0,10.67,18.89,48,1009.3
315,0,0,0,10.67,18.89,50,1009.3
270,0,0.45,0,10.67,18.89,51,1009.3
270,0,0.45,0,10.67,18.33,51,1009.3
225,0,0.89,0,10.67,18.33,51,1009.4
225,0,0.89,0,10.67,18.33,51,1009.3
225,0,0.89,0,10.67,18.33,51,1009.3
270,0,0.89,0,10.67,18.89,50,1009.3
225,0,0.45,0,10.67,18.89,50,1009.3
225,0,0.45,0,10.67,18.33,50,1009.2
225,0,0.45,0,10.67,18.33,52,1009.2
225,0,0,0,10.67,18.89,51,1009.2
225,0,0.45,0,10.67,18.33,52,1009.1
225,0,0.89,0,10.67,18.33,53,1009.2
225,0,0.89,0,10.67,17.78,54,1009.1
225,0,0.45,0,10.67,18.33,53,1009.1
270,0,1.34,0,10.67,18.33,53,1009.1
225,0,1.34,0,10.67,18.33,54,1009.2
225,0,0.45,0,10.67,18.33,54,1009.3
225,0,0.45,0,10.67,17.78,54,1009.2
270,0,0.89,0,10.67,17.78,56,1009.2
270,0,0.89,0,10.67,17.78,55,1009.2
270,0,0.45,0,10.67,17.78,55,1009.3
225,0,0.45,0,10.67,17.78,55,1009.2
225,0,0,0,10.67,17.78,56,1009.2
225,0,0.45,0,10.67,17.78,56,1009.2
225,0,0.45,0,10.67,17.78,56,1009.1
225,0,0.45,0,10.67,17.78,56,1009.1
225,0,0.45,0,10.67,18.33,54,1009.2
225,0,0.89,0,10.67,18.89,55,1009.1
225,0,0.89,0,10.67,19.44,53,1009
225,0,0.45,0,10.67,19.44,54,1009
270,0,0.45,0,10.67,20.56,50,1009
270,0,0.45,0,10.67,20.56,50,1009
270,0,0.45,0,10.67,20.56,49,1008.9
270,0,0.89,0,10.67,21.11,49,1008.8
270,0,0.89,0,10.67,22.22,46,1008.9
225,0,0.89,0,10.67,22.78,45,1008.7
270,0,0.89,0,10.67,22.78,44,1008.8
315,0,0.89,0,10.67,24.44,42,1008.7
315,0,0.89,0,10.67,26.11,37,1008.6
270,0,0.89,0,10.67,27.22,35,1008.6
270,0,0.89,0,10.67,27.78,33,1008.6
225,0,0.45,0,10.67,28.33,33,1008.5
270,0,1.34,0,10.67,28.89,33,1008.5
270,0,0.89,0,10.67,27.78,34,1008.4
270,0,0.45,0,10.67,26.67,35,1008.4
225,0,0.89,0,10.67,25.56,37,1008.4
315,0,0.89,0,10.67,25.56,38,1008.3
225,0,0.89,0,10.67,25,38,1008.3
270,0,0.89,0,10.67,25,39,1008.3
225,0,0.45,0,10.67,24.44,39,1008.3
225,0,0.89,0,10.67,24.44,39,1008.3
270,0,0.89,0,10.67,24.44,41,1008.2
270,0,0.45,0,10.67,23.89,41,1008.1
270,0,0.45,0,10.67,23.89,42,1008.2
270,0,0.45,0,10.67,23.89,43,1008.1
225,0,0.45,0,10.67,23.89,44,1008
270,0,0.45,0,10.67,23.89,44,1008
225,0,0.45,0,10.67,23.89,44,1008
225,0,0.45,0,10.67,23.89,44,1007.9
225,0,0.45,0,10.67,23.89,44,1007.9
270,0,0.45,0,10.67,23.33,39,1007.9
225,0,0.89,0,10.67,22.78,44,1008
225,0,0.89,0,10.67,22.22,44,1007.9
270,0,0.89,0,10.67,21.67,44,1007.9
270,0,0.89,0,10.67,21.67,43,1007.8
225,0,0.89,0,10.67,21.67,43,1007.8
225,0,0.89,0,10.67,21.67,45,1007.9
225,0,0.45,0,10.67,21.67,45,1007.9
270,0,0.89,0,10.67,21.67,44,1007.8
225,0,0.89,0,10.67,21.67,44,1007.9
270,0,0.89,0,10.67,21.67,44,1007.7
225,0,0.89,0,10.67,22.22,44,1007.8
225,0,0.89,0,10.67,22.22,44,1007.7
225,0,0.45,0,10.67,22.22,44,1007.7
270,0,0.45,0,10.67,22.22,44,1007.7
270,0,0.89,0,10.67,22.22,44,1007.7
270,0,0.89,0,10.67,22.22,42,1007.6
225,0,0.89,0,10.67,22.22,43,1007.6
315,0,0.89,0,10.67,21.67,44,1007.6
225,0,0.89,0,10.67,21.67,43,1007.6
225,0,0.45,0,10.67,22.22,44,1007.6
225,0,0.89,0,10.67,22.22,43,1007.5
315,0,0.89,0,10.67,22.22,41,1007.5
225,0,0.89,0,10.67,22.22,43,1007.5
225,0,0.89,0,10.67,22.22,42,1007.4
270,0,0.89,0,10.67,22.78,42,1007.3
270,0,0.89,0,10.67,22.78,43,1007.4
225,0,0.45,0,10.67,22.78,40,1007.2
270,0,0.45,0,10.67,22.22,43,1007.3
225,0,0.45,0,10.67,22.78,43,1007.2
180,0,0.89,0,10.67,22.78,42,1007.1
225,0,0.89,0,10.67,23.33,42,1007.1
225,0,0.45,0,10.67,23.33,41,1007
225,0,0.45,0,10.67,23.33,41,1007.1
225,0,0.45,0,10.67,23.33,41,1007
225,0,0.45,0,10.67,23.33,41,1007
180,0,0,0,10.67,23.33,41,1007
225,0,0.45,0,10.67,23.33,41,1007
225,0,0.45,0,10.67,23.33,41,1007.1
270,0,0.45,0,10.67,23.33,41,1007.1
270,0,0.45,0,10.67,23.33,41,1007
315,0,0.45,0,10.67,23.33,41,1007
225,0,0.45,0,10.67,23.33,41,1006.9
225,0,0.89,0,10.67,23.33,41,1006.9
225,0,0.89,0,9.65,23.33,41,1006.9
225,0,0.89,0,8.64,23.33,41,1006.9
225,0,0.89,0,8.38,23.33,41,1006.9
270,0,0.45,0,7.87,23.33,41,1006.9
270,0,0.45,0,7.87,23.33,41,1006.9
225,0,0.45,0,7.87,23.33,41,1006.9
225,0,0.89,0,7.87,23.33,41,1006.9
225,0,0.89,0,7.87,23.33,40,1006.9
225,0,0,0,7.87,23.33,41,1006.9
225,0,0,0,7.87,23.33,41,1006.8
225,0,0.45,0,7.87,23.33,41,1006.8
225,0,0.45,0,7.87,22.78,41,1006.8
225,0,0,0,7.62,22.78,41,1006.8
225,0,0,0,7.62,22.78,41,1006.8
225,0,0,0,7.62,22.78,41,1006.8
225,0,0,0,7.62,22.78,42,1006.8
225,0,0,0,7.62,22.78,42,1006.8
225,0,0,0,7.62,22.22,43,1006.8
225,0,0,0,7.62,22.22,43,1006.7
270,0,0,0,7.62,22.22,43,1006.7
270,0,0,0,7.62,22.78,43,1006.7
180,0,0,0,7.62,22.78,42,1006.7
315,0,0,0,7.62,22.78,42,1006.7
270,0,0,0,7.62,22.78,43,1006.7
225,0,0.45,0,7.62,22.78,42,1006.7
225,0,0.45,0,7.62,22.78,42,1006.6
225,0,0,0,7.62,22.22,42,1006.6
225,0,0,0,7.62,22.22,43,1006.6
225,0,0,0,7.62,22.22,43,1006.6
225,0,0,0,7.62,22.22,43,1006.5
225,0,0,0,7.62,22.22,43,1006.5
225,0,0,0,7.62,22.22,43,1006.5
225,0,0,0,7.62,22.22,43,1006.4
225,0,0,0,7.62,22.22,43,1006.2
225,0,0,0,7.62,22.22,43,1006.3
225,0,0,0,7.62,22.22,43,1006.2
225,0,0,0,7.62,21.67,44,1006.2
225,0,0,0,7.62,21.67,45,1006.3
225,0,0,0,7.62,21.67,45,1006.3
0,0,0,0,7.62,21.67,45,1006.3
0,0,0,0,7.62,21.11,47,1006.3
45,0,0,0,7.62,21.67,49,1006.2
45,0,0,0,7.62,21.11,46,1006.3
45,0,0,0,7.62,20,50,1006.5
45,0,0,0,7.62,18.89,53,1006.5
45,0,0,0,7.62,18.89,54,1006.5
45,0,0,0,7.62,18.33,54,1006.5
45,0,0,0,7.62,18.33,56,1006.6
45,0,0,0,7.62,17.78,56,1006.5
45,0,0,0,7.62,17.78,57,1006.4
315,0,0,0,7.62,17.78,57,1006.4
0,0,0,0,7.62,17.22,58,1006.5
270,0,0,0,7.62,16.67,59,1006.4
0,0,0,0,7.62,16.67,60,1006.4
0,0,0,0,7.62,16.67,59,1006.4
0,0,0,0,7.62,16.67,59,1006.3
45,0,0.45,0,7.62,16.11,59,1006.3
0,0,0.45,0,7.62,16.67,60,1006.2
45,0,0,0,7.62,16.67,60,1006.2
0,0,0,0,7.62,16.67,60,1006.2
0,0,0.45,0,7.62,16.67,58,1006.3
0,0,0.45,0,7.62,16.67,59,1006.2
315,0,0.45,0,7.62,16.67,58,1006.2
315,0,0,0,7.62,16.67,58,1006.3
45,0,0,0,7.62,16.11,59,1006.4
0,0,0,0,7.62,16.11,60,1006.4
45,0,0,0,7.62,16.11,59,1006.4
225,0,0.45,0,7.62,16.11,59,1006.5
225,0,0,0,7.62,16.11,60,1006.5
45,0,0,0,7.62,16.11,59,1006.5
45,0,0,0,7.62,16.11,59,1006.6
45,0,0.45,0,7.62,16.11,60,1006.6
45,0,0.45,0,7.62,15.56,60,1006.6
45,0,0,0,7.62,15.56,61,1006.5
45,0,0,0,7.62,15.56,60,1006.5
45,0,0,0,7.62,15.56,61,1006.6
0,0,0,0,7.62,15.56,60,1006.6
45,0,0,0,7.62,16.11,60,1006.5
315,0,0,0,7.62,16.11,59,1006.5
45,0,0,0,7.62,16.11,60,1006.4
45,0,0,0,7.62,16.11,59,1006.4
45,0,0,0,7.62,16.11,59,1006.3
315,0,0,0,7.62,16.11,59,1006.3
45,0,0,0,7.62,16.11,59,1006.3
225,0,0.89,0,7.62,16.11,59,1006.2
45,0,0.89,0,7.62,16.11,58,1006.2
0,0,0,0,7.62,16.11,57,1006.2
90,0,0,0,7.62,16.11,57,1006.3
225,0,0.45,0,7.62,16.11,58,1006.3
135,0,0.45,0,7.62,16.11,58,1006.2
45,0,0.45,0,7.62,16.11,56,1006.2
315,0,0,0,7.62,16.11,57,1006.4
0,0,0,0,7.62,16.11,56,1006.3
0,0,0,0,7.62,16.11,56,1006.4
270,0,0.45,0,7.62,16.11,57,1006.4
270,0,0.45,0,7.62,16.67,56,1006.3
45,0,0,0,7.62,16.67,55,1006.4
45,0,0,0,7.62,16.67,56,1006.4
315,0,0,0,7.62,16.11,56,1006.5
0,0,0,0,7.62,16.11,56,1006.6
315,0,0.45,0,7.62,16.11,57,1006.6
45,0,0.45,0,7.62,16.11,56,1006.6
45,0,0,0,7.62,16.11,57,1006.6
45,0,0,0,7.62,15.56,57,1006.6
45,0,0,0,7.62,15.56,57,1006.5
225,0,0,0,7.62,15.56,56,1006.6
225,0,0,0,7.62,15.56,56,1006.7
225,0,0,0,7.62,15.56,57,1006.7
45,0,0,0,7.37,15.56,56,1006.7
45,0,0,0,7.37,15.56,56,1006.7
0,0,0,0,7.11,15.56,55,1006.7
0,0,0,0,6.35,15.56,55,1006.7
90,0,0.89,0,6.1,15.56,56,1006.7
315,0,0.89,0,5.59,15.56,56,1006.7
315,0,0.45,0,5.33,15.56,56,1006.6
135,0,0,0,5.33,15,56,1006.6
0,0,0,0,5.08,15,55,1006.6
0,0,0,0,4.57,15,55,1006.4
0,0,0.45,0,4.57,15,55,1006.4
0,0,0.45,0,4.57,15,55,1006.3
45,0,0.45,0,4.57,15,55,1006.2
180,0,0.89,0,4.57,15,55,1006.2
45,0,0.89,0,4.57,15.56,54,1006.2
90,0,0,0,4.57,15.56,54,1006
45,0,0.45,0,4.57,15,54,1006
0,0,0.89,0,4.57,15,55,1006
270,0,0.45,0,4.57,15,54,1006
315,0,0.89,0,4.57,15,55,1006.1
0,0,0.45,0,4.57,15,55,1006
270,0,0.89,0,4.57,15,55,1005.9
225,0,0.89,0,4.57,15,55,1006
225,0,0.89,0,4.57,15,55,1006
270,0,0.45,0,4.57,15,56,1006.1
225,0,0.45,0,4.57,15.56,53,1006.1
225,0,0.45,0,4.57,15.56,53,1006.1
0,0,0,0,4.57,15,53,1006.2
0,0,0,0,4.57,14.44,55,1006
45,0,0.45,0,4.57,15,54,1006
0,0,0.45,0,4.57,15,53,1006.1
0,0,0.45,0,4.57,15,53,1006
315,0,0,0,4.57,15,52,1006.1
225,0,0.45,0,4.57,15,53,1006
0,0,0.45,0,4.57,15,52,1006.1
45,0,0,0,4.57,15,52,1006.1
270,0,0,0,4.57,15,53,1006.2
270,0,0,0,4.57,15,52,1006.2
270,0,0,0,4.57,15,53,1006.2
0,0,0,0,4.57,15,52,1006
225,0,0,0,4.57,15,52,1006
225,0,0.89,0,4.57,15,53,1006
225,0,0.89,0,4.57,15.56,51,1006
315,0,0.45,0,4.57,15.56,51,1006
315,0,0,0,4.57,15,51,1005.9
90,0,0,0,4.57,15,51,1005.8
180,0,0,0,4.57,15,52,1005.8
180,0,0,0,4.57,15,51,1005.8
180,0,0,0,4.57,15,51,1005.8
225,0,0.45,0,4.57,15,50,1005.8
0,0,0.89,0,4.57,15.56,50,1005.8
90,0,0.45,0,4.57,15,50,1005.7
0,0,0.45,0,4.57,15.56,50,1005.7
0,0,0.45,0,4.57,15.56,50,1005.8
0,0,0,0,4.57,15.56,50,1005.8
225,0,0.45,0,4.57,15,51,1005.8
225,0,0.45,0,4.57,15.56,51,1005.7
225,0,0.89,0,4.57,15,51,1005.7
45,0,0.89,0,4.57,15.56,49,1005.6
90,0,0,0,4.57,15.56,49,1005.6
45,0,0,0,4.57,15.56,49,1005.5
0,0,0,0,4.57,15.56,48,1005.6
45,0,0,0,4.57,15.56,47,1005.7
0,0,0,0,4.57,15.56,48,1005.6
45,0,0,0,4.57,15.56,48,1005.5
0,0,0,0,4.57,15.56,48,1005.5
0,0,0,0,4.57,15.56,48,1005.5
0,0,0,0,4.57,15.56,48,1005.5
45,0,0,0,4.57,15.56,47,1005.4
0,0,0.45,0,4.57,15.56,47,1005.4
45,0,0,0,4.57,15.56,47,1005.4
45,0,0.45,0,4.32,15.56,48,1005.3
45,0,0,0,4.32,15.56,48,1005.3
315,0,0,0,4.32,15.56,48,1005.3
0,0,0,0,4.06,15.56,47,1005.3
0,0,0.45,0,2.54,15.56,47,1005.3
0,0,0.45,0,0.25,15.56,47,1005.3
315,0,0,0,0,16.11,46,1005.3
315,0,0,0,0,15.56,47,1005.4
315,0,0.45,0,0,15.56,47,1005.4
315,0,0,0,0,15.56,48,1005.5
315,0,0,0,0,15.56,49,1005.5
315,0,0,0,0,15.56,48,1005.6
315,0,0,0,0,15.56,49,1005.7
315,0,0,0,0,15.56,49,1005.7
315,0,0,0,0,15.56,49,1005.9
315,0,0,0,0,15.56,52,1005.9
315,0,0,0,0,15.56,53,1006
315,0,0,0,0,15.56,55,1006
315,0,0,0,0,15.56,56,1006.1
90,0,0,0,0,15.56,56,1006.2
45,0,0.45,0,0,15.56,58,1006.3
45,0,0.45,0,0,15,59,1006.3
45,0,0,0,0,15,60,1006.3
45,0,0,0,0,15,61,1006.3
45,0,0,0,0,15,62,1006.2
45,0,0,0,0,15,62,1006.2
45,0,0,0,0,15,62,1006.2
0,0,0,0,0,15.56,62,1006.1
315,0,0.45,0,0,15,64,1006.1
0,0,0,0,0,15,62,1006.1
225,0,0.45,0,0,15.56,61,1006.1
315,0,0.45,0,0,15.56,58,1006.2
270,0,0.45,0,0,15,59,1006.2
270,0,0.45,0,0,15,60,1006.2
270,0,0,0,0,15,59,1006.2
270,0,0,0,0,15,60,1006.1
270,0,0,0,0,15,62,1006.1
270,0,0,0,0,15,62,1006.1
270,0,0,0,0,15,62,1006.1
270,0,0,0,0,15,63,1006.1
270,0,0,0,0,15,64,1006.3
270,0,0,0,0,15,63,1006.3
270,0,0.45,0,0,15,64,1006.3
270,0,0,0,0,15,65,1006.4
270,0,0,0,0,15,65,1006.4
270,0,0,0,0,15,65,1006.2
45,0,0,0,0,15,66,1006.4
45,0,0,0,0,15,66,1006.6
45,0,0,0,0,15,65,1006.8
45,0,0,0,0,15,65,1006.9
315,0,0,0,0,15,65,1007.1
315,0,0.45,0,0,15,64,1007.1
225,0,0.45,0,0,15,65,1007.2
225,0,0.45,0,0,15,66,1007.3
225,0,0.45,0,0,15,66,1007.4
225,0,0.45,0,0,15,66,1007.5
225,0,0.45,0,0,15,67,1007.5
270,0,0.45,0.25,0.25,15,67,1007.6
270,0,0.45,0.25,0.25,15,68,1007.5
225,0,0.45,0.25,0.25,15,69,1007.5
0,0,0,0.25,0.25,15,68,1007.6
225,0,0.89,0.25,0.25,14.44,70,1007.5
45,0,0.45,0.25,0.25,14.44,70,1007.6
315,0,0.89,0.51,0.51,14.44,69,1007.4
225,0,0.45,0.51,0.51,14.44,69,1007.4
0,0,0.45,0.51,0.51,14.44,70,1007.2
45,0,0.45,0.51,0.51,14.44,70,1007.2
0,0,0.45,0.51,0.51,14.44,71,1007.2
270,0,0.45,0.51,0.51,14.44,70,1007.2
270,0,0.45,0.51,0.51,14.44,69,1007.2
180,0,0.45,0.51,0.51,14.44,68,1007.3
225,0,0,0.51,0.51,14.44,69,1007.3
225,0,0,0.51,0.51,14.44,70,1007.4
225,0,0,0.51,0.51,14.44,69,1007.4
225,0,0,0.51,0.51,15,68,1007.4
45,0,0.45,0.51,0.51,15,67,1007.4
0,0,0.45,0.51,0.76,15,67,1007.5
0,0,0.45,0.76,1.02,15,68,1007.6
0,0,0.45,1.02,1.27,15,69,1007.6
0,0,0.89,1.27,1.78,15,69,1007.6
0,0,0.45,1.78,2.03,14.44,70,1007.6
315,0,0.89,1.78,2.03,14.44,69,1007.7
45,0,0,1.78,2.29,15,69,1007.7
315,0,0,1.78,2.29,14.44,70,1007.8
315,0,0,2.03,2.54,14.44,70,1007.8
315,0,0,2.03,2.54,14.44,72,1007.8
315,0,0,2.29,2.79,14.44,72,1007.8
315,0,0,2.29,2.79,14.44,74,1008
315,0,0,2.29,2.79,14.44,75,1008.1
315,0,0,2.29,2.79,13.89,76,1008.2
315,0,0,2.29,2.79,13.89,76,1008.1
315,0,0,2.29,2.79,14.44,75,1008.1
0,0,0,2.29,2.79,14.44,75,1008.1
0,0,0,2.29,2.79,14.44,76,1008.3
0,0,0,2.29,2.79,14.44,76,1008.3
0,0,0,2.03,2.79,14.44,76,1008.3
0,0,0,1.78,2.79,14.44,74,1008.5
0,0,0,1.27,2.79,14.44,75,1008.4
270,0,0.45,1.02,2.79,14.44,74,1008.4
270,0,0.45,0.76,2.79,14.44,75,1008.4
270,0,0.45,0.76,2.79,14.44,75,1008.4
270,0,0.45,0.51,2.79,14.44,75,1008.4
270,0,0.45,0.51,2.79,14.44,75,1008.3
270,0,0,0.25,2.79,13.89,76,1008.4
270,0,0,0.25,2.79,14.44,75,1008.6
270,0,0,0,2.79,14.44,76,1008.5
270,0,0,0,2.79,14.44,74,1008.6
270,0,0,0,2.79,14.44,75,1008.7
270,0,0,0,2.79,14.44,75,1008.7
270,0,0,0,2.79,14.44,75,1008.7
270,0,0,0,2.79,13.89,75,1008.7
270,0,0,0,2.79,13.89,76,1008.8
270,0,0,0,2.79,14.44,75,1008.8
270,0,0,0,2.79,13.89,76,1008.9
270,0,0,0,2.79,14.44,74,1008.9
270,0,0,0,2.79,14.44,73,1009
270,0,0,0,2.79,14.44,75,1009
270,0,0,0,2.79,14.44,75,1009
270,0,0,0,2.79,13.89,76,1009
270,0,0,0,2.79,13.89,76,1009.1
270,0,0,0,2.79,13.89,76,1009
270,0,0,0,2.79,13.89,76,1009
270,0,0,0,2.79,13.89,76,1009
270,0,0,0,2.79,13.89,76,1009
270,0,0,0,2.79,14.44,74,1009.1
270,0,0,0,2.79,14.44,74,1009.1
270,0,0,0,2.79,14.44,74,1009.1
270,0,0,0,2.79,14.44,75,1009.1
270,0,0,0,2.79,14.44,75,1009.2
270,0,0,0,2.79,14.44,74,1009.2
270,0,0,0,2.79,14.44,76,1009.3
270,0,0,0,2.79,14.44,76,1009.3
270,0,0,0,2.79,14.44,76,1009.4
270,0,0,0,2.79,14.44,76,1009.5
270,0,0,0,2.79,14.44,76,1009.5
270,0,0,0,2.79,15,74,1009.5
270,0,0,0,2.79,15,73,1009.6
270,0,0.45,0,2.79,15,72,1009.6
270,0,0.45,0,2.79,15,72,1009.7
270,0,0.45,0,2.79,15,71,1009.8
270,0,0,0,2.79,15,71,1009.7
270,0,0,0,2.79,15,72,1009.8
270,0,0,0,2.79,15,72,1009.8
270,0,0,0,2.79,15,72,1009.8
270,0,0,0,2.79,15,72,1009.8
270,0,0,0,2.79,15,73,1009.8
270,0,0,0,2.79,15,73,1009.9
270,0,0,0,2.79,15,74,1009.9
270,0,0,0,2.79,15,72,1009.9
270,0,0,0,2.79,15,72,1009.9
270,0,0,0,2.79,15,72,1009.9
270,0,0.45,0,2.79,15.56,70,1009.9
315,0,0.45,0,2.79,15.56,70,1009.8
270,0,0,0,2.79,15.56,71,1009.8
270,0,0,0,2.79,15.56,72,1010
270,0,0,0,2.79,15.56,72,1010
270,0,0.45,0,2.79,15.56,70,1010.1
270,0,0.45,0,2.79,15.56,70,1010.1
270,0,0.45,0,2.79,15.56,69,1010.1
270,0,0.45,0,2.79,15.56,71,1010.2
270,0,0,0,2.79,16.67,67,1010.3
0,0,0.45,0,2.79,17.22,63,1010.2
225,0,0.45,0,2.79,17.78,59,1010.2
225,0,0,0,2.79,18.33,59,1010.2
270,0,0.89,0,2.79,18.89,56,1010.1
270,0,0.89,0,2.79,21.11,50,1010.2
270,0,0.89,0,2.79,25,40,1010.3
225,0,0.45,0,2.79,28.33,34,1010.2
270,0,0.89,0,2.79,27.22,35,1010
315,0,0.89,0,2.79,26.11,36,1009.9
315,0,0,0,2.79,26.11,36,1010
225,0,0.45,0,2.79,26.11,36,1010.1
270,0,0.45,0,2.79,27.22,34,1009.8
270,0,0,0,2.79,24.44,39,1010
225,0,0.89,0,2.79,22.78,42,1009.9
315,0,0.89,0,2.79,24.44,39,1010.2
270,0,0.89,0,2.79,24.44,38,1010
270,0,0.45,0,2.79,26.11,36,1010.2
270,0,0.45,0,2.79,25.56,36,1010.2
225,0,0.45,0,2.79,23.89,38,1010.1
225,0,0.45,0,2.79,22.78,40,1010.2
