WD,Av_WS,Mx_WS,1h_RF,24h_RF,Tem,Hum,b_PR
0,0,0.89,0,0,13.89,52,1012.5
90,0,0.89,0,0,13.89,52,1012.4
0,0,0.89,0,0,13.89,52,1012.4
315,0,0.89,0,0,13.89,51,1012.4
0,0,0.45,0,0,13.89,51,1012.4
315,0,0.45,0,0,13.89,51,1012.4
45,0,0.45,0,0,13.89,51,1012.4
45,0,0.45,0,0,13.89,52,1012.4
45,0,0.45,0,0,13.89,52,1012.4
0,0,0.45,0,0,13.89,51,1012.4
0,0,0.45,0,0,13.89,51,1012.4
315,0,0.45,0,0,13.89,51,1012.4
315,0,0.45,0,0,13.89,52,1012.4
45,0,0.89,0,0,13.89,53,1012.4
315,0,0.89,0,0,13.89,52,1012.5
0,0,0.45,0,0,13.89,52,1012.4
45,0,0.45,0,0,13.33,53,1012.4
315,0,0.45,0,0,13.33,52,1012.4
45,0,0.45,0,0,13.89,52,1012.5
45,0,0,0,0,13.33,53,1012.5
0,0,0.45,0,0,13.33,53,1012.5
45,0,0.45,0,0,13.33,53,1012.5
135,0,0.89,0,0,13.33,52,1012.4
45,0,0.89,0,0,13.33,54,1012.4
0,0,0.45,0,0,13.33,53,1012.4
0,0,0.45,0,0,13.33,54,1012.5
45,0,0.45,0,0,13.33,53,1012.4
0,0,0.45,0,0,13.33,53,1012.4
45,0,0.45,0,0,13.33,53,1012.4
0,0,0.45,0,0,13.33,52,1012.4
0,0,0.45,0,0,13.33,52,1012.4
225,0,0,0,0,13.33,52,1012.4
225,0,0,0,0,13.33,52,1012.4
45,0,0,0,0,13.33,52,1012.4
0,0,0.45,0,0,13.33,53,1012.3
45,0,0.45,0,0,13.33,53,1012.3
0,0,0.45,0,0,13.33,52,1012.2
0,0,0.45,0,0,13.33,52,1012.2
45,0,0.89,0,0,13.33,52,1012.2
315,0,0.89,0,0,13.33,53,1012.2
0,0,0.45,0,0,13.33,52,1012.2
0,0,0.45,0,0,13.33,53,1012.2
90,0,0,0,0,13.33,54,1012.2
0,0,0.45,0,0,13.33,53,1012.2
45,0,0.45,0,0,13.33,53,1012.2
45,0,0.45,0,0,13.33,53,1012.2
0,0,0.45,0,0,13.33,52,1012.3
0,0,0.45,0,0,13.33,52,1012.3
135,0,0.45,0,0,13.33,51,1012.3
0,0,0.45,0,0,13.33,51,1012.4
270,0,0.45,0,0,13.33,53,1012.4
45,0,0.45,0,0,13.33,52,1012.4
0,0,0,0,0,13.33,52,1012.4
0,0,0.45,0,0,13.33,52,1012.4
0,0,0.45,0,0,13.33,52,1012.4
0,0,0.45,0,0,13.33,52,1012.4
45,0,0.45,0,0,13.33,52,1012.3
0,0,0.45,0,0,13.33,53,1012.4
270,0,0,0,0,13.33,52,1012.4
0,0,0,0,0,13.33,52,1012.4
0,0,0,0,0,13.33,52,1012.4
315,0,0.45,0,0,13.33,52,1012.4
315,0,0.45,0,0,13.33,52,1012.4
315,0,0,0,0,13.33,53,1012.5
315,0,0.45,0,0,13.33,52,1012.5
315,0,0.45,0,0,13.33,52,1012.4
45,0,0,0,0,12.78,52,1012.4
225,0,0.45,0,0,13.33,53,1012.4
270,0,0.45,0,0,12.78,53,1012.4
135,0,0.45,0,0,12.78,53,1012.5
45,0,0.45,0,0,12.78,53,1012.5
45,0,0.45,0,0,12.78,53,1012.5
45,0,0.45,0,0,12.78,53,1012.6
270,0,0.45,0,0,12.78,53,1012.6
315,0,0.45,0,0,12.78,53,1012.6
0,0,0,0,0,12.78,53,1012.6
0,0,0.45,0,0,12.78,53,1012.7
180,0,0.45,0,0,12.78,53,1012.7
0,0,0.45,0,0,12.78,53,1012.7
315,0,0.45,0,0,12.78,52,1012.6
315,0,0.45,0,0,12.78,54,1012.6
0,0,0.45,0,0,12.78,53,1012.5
45,0,0.45,0,0,12.78,53,1012.6
45,0,0.45,0,0,12.78,54,1012.6
0,0,0,0,0,12.78,53,1012.6
0,0,0.45,0,0,12.78,52,1012.5
45,0,0.89,0,0,12.78,53,1012.5
0,0,0.89,0,0,12.78,53,1012.5
45,0,0.45,0,0,12.78,54,1012.5
0,0,0.45,0,0,12.78,53,1012.5
0,0,0.45,0,0,12.78,53,1012.5
45,0,0,0,0,12.78,53,1012.6
135,0,0.45,0,0,12.78,53,1012.6
0,0,0.45,0,0,12.78,53,1012.7
0,0,0.45,0,0,12.78,54,1012.7
45,0,0,0,0,12.78,54,1012.7
0,0,0,0,0,12.78,53,1012.7
0,0,0,0,0,12.78,54,1012.7
0,0,0,0,0,12.78,55,1012.7
225,0,0.45,0,0,12.78,54,1012.7
45,0,0.45,0,0,12.78,54,1012.7
45,0,0.45,0,0,12.78,54,1012.8
0,0,0,0,0,12.78,54,1012.8
45,0,0,0,0,12.78,54,1012.8
270,0,0,0,0,12.78,54,1012.8
270,0,0,0,0,12.78,53,1012.8
270,0,0,0,0,12.78,54,1012.8
45,0,0.45,0,0,12.78,54,1012.8
135,0,0.45,0,0,12.78,53,1012.8
0,0,0.45,0,0,12.78,53,1012.8
0,0,0.45,0,0,12.78,54,1012.7
45,0,0,0,0,12.78,54,1012.8
0,0,0.45,0,0,12.78,53,1012.7
0,0,0.45,0,0,12.78,53,1012.7
0,0,0,0,0,12.78,53,1012.7
45,0,0,0,0,12.78,53,1012.8
225,0,0.45,0,0,12.78,53,1012.8
0,0,0.45,0,0,12.78,53,1012.8
0,0,0,0,0,12.78,54,1012.8
0,0,0.45,0,0,12.78,53,1012.9
225,0,0.45,0,0,13.33,53,1012.9
225,0,0.45,0,0,13.33,52,1012.9
225,0,0,0,0,13.33,52,1012.9
45,0,0.45,0,0,13.33,52,1012.9
0,0,0.89,0,0,13.33,52,1012.9
0,0,0.89,0,0,13.33,52,1013
0,0,0.45,0,0,13.33,52,1012.9
0,0,0.45,0,0,13.33,53,1013
0,0,0.45,0,0,13.33,52,1012.9
90,0,0,0,0,13.33,52,1013
0,0,0,0,0,13.33,52,1013
45,0,0.45,0,0,13.33,51,1013
0,0,0,0,0,13.33,52,1013
225,0,0.45,0,0,13.33,52,1013
225,0,0.45,0,0,13.89,51,1013.1
225,0,0.45,0,0,13.89,51,1013.1
90,0,0.45,0,0,13.89,51,1013.1
225,0,0.45,0,0,13.89,51,1013
225,0,0.45,0,0,13.89,51,1013
225,0,0.45,0,0,14.44,50,1013
225,0,0,0,0,14.44,50,1013
225,0,0,0,0,14.44,50,1013.1
315,0,0,0,0,13.89,52,1013.1
315,0,0,0,0,13.89,53,1013.1
270,0,0.45,0,0,13.89,52,1013.1
225,0,0.45,0,0,14.44,52,1013.1
90,0,0.45,0,0,14.44,52,1013.1
315,0,0.45,0,0,14.44,53,1013.1
225,0,0.45,0,0,14.44,52,1013
225,0,0.45,0,0,14.44,53,1013
225,0,0.45,0,0,14.44,53,1013
225,0,0.45,0,0,15,54,1013.1
225,0,0.45,0,0,15,53,1013.1
225,0,0.45,0,0,15.56,52,1013.1
225,0,0.45,0,0,15.56,51,1013.1
225,0,0.45,0,0,16.11,51,1013
270,0,0,0,0,16.11,49,1013.1
270,0,0,0,0,17.22,46,1013.1
225,0,0.45,0,0,18.33,44,1013
225,0,0.45,0,0,18.33,44,1012.9
225,0,0.45,0,0,18.33,44,1012.9
225,0,0.45,0,0,17.78,46,1012.9
315,0,0.45,0,0,17.22,48,1012.8
315,0,0.45,0,0,17.22,48,1012.8
225,0,0.45,0,0,17.22,48,1012.8
225,0,0.45,0,0,18.89,44,1013
225,0,0,0,0,21.11,38,1013
315,0,0.45,0,0,21.67,37,1012.9
315,0,0.45,0,0,21.11,38,1012.8
315,0,0.45,0,0,20,40,1012.8
0,0,0.45,0,0,19.44,42,1012.9
270,0,0.45,0,0,19.44,43,1012.7
225,0,0.45,0,0,19.44,45,1012.7
315,0,0.45,0,0,19.44,45,1012.7
270,0,0,0,0,19.44,44,1012.7
270,0,0,0,0,19.44,44,1012.7
270,0,0.45,0,0,18.89,45,1012.6
225,0,0.45,0,0,18.89,45,1012.6
0,0,0.45,0,0,18.33,46,1012.6
225,0,0.45,0,0,18.33,46,1012.6
225,0,0.45,0,0,18.89,46,1012.6
270,0,0,0,0,18.89,46,1012.5
270,0,0.45,0,0,19.44,45,1012.5
135,0,0.45,0,0,20,47,1012.4
270,0,0.45,0,0,21.11,42,1012.5
270,0,0.89,0,0,22.78,37,1012.5
270,0,0.89,0,0,24.44,41,1012.6
270,0,0.45,0,0,23.89,34,1012.4
270,0,0.45,0,0,23.33,36,1012.2
270,0,0.45,0,0,22.22,38,1012.3
270,0,0.45,0,0,22.78,42,1012.3
270,0,0.45,0,0,22.78,38,1012.3
270,0,0.45,0,0,23.89,36,1012.4
270,0,0.45,0,0,26.11,40,1012.4
270,0,0.45,0,0,27.78,30,1012.4
315,0,0.45,0,0,28.89,28,1012.4
270,0,0.45,0,0,28.33,33,1012
270,0,0.45,0,0,25.56,32,1012
225,0,0.45,0,0,23.89,40,1012
315,0,0.45,0,0,22.78,39,1011.9
270,0,0.45,0,0,21.67,40,1011.9
270,0,0.45,0,0,21.11,40,1012
225,0,0.45,0,0,21.11,40,1011.9
0,0,0.45,0,0,20.56,42,1011.9
270,0,0.45,0,0,20.56,42,1011.9
225,0,0.45,0,0,20,45,1011.9
270,0,0.45,0,0,20,43,1011.9
315,0,0.45,0,0,20,47,1011.8
225,0,0.45,0,0,20,48,1011.8
225,0,0.45,0,0,20,44,1011.8
225,0,0.89,0,0,20,43,1011.7
270,0,0.89,0,0,20,44,1011.7
270,0,0.45,0,0,19.44,44,1011.7
270,0,0,0,0,19.44,45,1011.7
225,0,0.45,0,0,19.44,45,1011.7
225,0,0.45,0,0,19.44,45,1011.7
225,0,0,0,0,19.44,45,1011.6
225,0,0.45,0,0,18.89,46,1011.6
225,0,0.45,0,0,19.44,45,1011.5
270,0,0.45,0,0,19.44,45,1011.5
225,0,0.45,0,0,18.89,46,1011.5
225,0,0.45,0,0,18.89,46,1011.5
225,0,0.45,0,0,18.89,46,1011.5
270,0,0.45,0,0,18.89,46,1011.4
225,0,0.45,0,0,18.89,47,1011.3
270,0,0.45,0,0,18.89,47,1011.2
225,0,0.45,0,0,18.89,47,1011.2
315,0,0,0,0,18.89,46,1011.2
315,0,0,0,0,19.44,47,1011.2
225,0,0.45,0,0,18.89,46,1011.2
0,0,0.45,0,0,19.44,46,1011.2
270,0,0,0,0,19.44,46,1011.1
270,0,0.45,0,0,18.89,47,1011.1
270,0,0.89,0,0,18.89,47,1011.1
315,0,0.89,0,0,18.89,47,1011.1
315,0,0.45,0,0,18.89,46,1011.1
270,0,0.45,0,0,18.89,48,1011.1
225,0,0.45,0,0,19.44,46,1011
270,0,0.45,0,0,19.44,45,1011
270,0,0.45,0,0,19.44,46,1011
270,0,0.45,0,0,19.44,46,1011
270,0,0.45,0,0,19.44,46,1011
270,0,0.45,0,0,19.44,46,1011
225,0,0.45,0,0,19.44,47,1011
315,0,0.45,0,0,19.44,47,1010.9
225,0,0.45,0,0,19.44,47,1010.9
270,0,0.45,0,0,19.44,47,1010.9
270,0,0.45,0,0,19.44,48,1011
225,0,0.45,0,0,19.44,47,1011
225,0,0.45,0,0,19.44,47,1011
270,0,0.89,0,0,18.89,49,1011
225,0,0.45,0,0,18.89,50,1011
270,0,0.45,0,0,18.89,50,1011
225,0,0.45,0,0,18.89,50,1011
225,0,0.45,0,0,18.89,50,1011
225,0,0.45,0,0,18.89,51,1011.1
225,0,0.45,0,0,18.89,50,1011.1
225,0,0.45,0,0,18.33,51,1011.1
225,0,0.45,0,0,18.33,51,1011.1
225,0,0,0,0,18.33,51,1011.1
225,0,0.45,0,0,18.33,51,1011.1
225,0,0.45,0,0,18.33,51,1011.1
315,0,0,0,0,18.33,51,1011.1
315,0,0,0,0,18.33,52,1011.1
270,0,0,0,0,18.33,52,1011.1
315,0,0,0,0,18.33,52,1011.2
315,0,0,0,0,18.33,52,1011.2
315,0,0,0,0,18.33,52,1011.2
315,0,0,0,0,18.89,51,1011.1
315,0,0,0,0,18.89,52,1011.2
315,0,0,0,0,18.89,54,1011.1
315,0,0,0,0,18.33,52,1011.2
315,0,0,0,0,18.33,52,1011.2
315,0,0,0,0,18.33,52,1011.1
315,0,0,0,0,18.33,52,1011.2
225,0,0.45,0,0,18.33,53,1011.2
225,0,0,0,0,18.33,52,1011.3
225,0,0,0,0,18.33,53,1011.2
225,0,0,0,0,18.33,53,1011.2
225,0,0,0,0,18.33,52,1011.2
225,0,0.45,0,0,17.78,52,1011.2
315,0,0.45,0,0,18.33,52,1011.2
315,0,0,0,0,17.78,53,1011.1
315,0,0,0,0,17.78,53,1011.2
315,0,0,0,0,17.78,54,1011.2
315,0,0,0,0,17.78,54,1011.2
315,0,0,0,0,17.78,53,1011.3
315,0,0,0,0,17.78,54,1011.3
315,0,0,0,0,17.78,54,1011.3
315,0,0.45,0,0,17.78,53,1011.3
315,0,0.45,0,0,17.78,54,1011.3
315,0,0,0,0,17.78,55,1011.3
315,0,0,0,0,17.78,55,1011.3
315,0,0,0,0,17.78,55,1011.3
315,0,0,0,0,17.78,55,1011.3
315,0,0,0,0,17.22,55,1011.3
315,0,0,0,0,17.22,55,1011.4
315,0,0,0,0,17.22,56,1011.4
315,0,0,0,0,17.22,55,1011.2
315,0,0,0,0,17.22,55,1011.3
315,0,0,0,0,17.22,56,1011.3
315,0,0,0,0,17.22,55,1011.4
315,0,0,0,0,17.22,56,1011.4
315,0,0,0,0,17.22,56,1011.4
315,0,0,0,0,17.22,56,1011.4
315,0,0,0,0,17.22,56,1011.4
315,0,0,0,0,17.22,57,1011.5
315,0,0,0,0,17.22,57,1011.5
315,0,0,0,0,17.22,57,1011.5
0,0,0,0,0,17.22,57,1011.5
270,0,0,0,0,17.22,56,1011.5
270,0,0,0,0,17.22,56,1011.5
270,0,0,0,0,17.22,57,1011.6
270,0,0,0,0,17.22,56,1011.6
270,0,0,0,0,17.22,56,1011.7
270,0,0,0,0,17.22,57,1011.7
270,0,0,0,0,17.22,57,1011.6
270,0,0,0,0,16.67,57,1011.7
270,0,0,0,0,16.67,57,1011.6
270,0,0,0,0,16.67,57,1011.6
270,0,0,0,0,17.22,57,1011.6
270,0,0,0,0,16.67,58,1011.6
270,0,0,0,0,16.67,58,1011.6
270,0,0,0,0,16.67,58,1011.6
270,0,0,0,0,16.67,58,1011.6
45,0,0,0,0,16.67,58,1011.6
0,0,0,0,0,16.67,58,1011.6
45,0,0,0,0,16.67,59,1011.6
45,0,0,0,0,16.67,59,1011.6
0,0,0,0,0,16.11,59,1011.6
0,0,0,0,0,16.67,59,1011.6
0,0,0,0,0,16.67,60,1011.7
0,0,0,0,0,16.11,60,1011.7
0,0,0,0,0,16.67,59,1011.7
0,0,0,0,0,16.11,61,1011.7
45,0,0,0,0,16.67,60,1011.7
45,0,0,0,0,16.11,62,1011.6
45,0,0,0,0,16.11,61,1011.6
45,0,0,0,0,16.11,61,1011.7
45,0,0,0,0,16.11,61,1011.7
45,0,0,0,0,16.11,61,1011.7
45,0,0,0,0,16.11,62,1011.7
45,0,0,0,0,16.11,62,1011.8
45,0,0,0,0,16.11,62,1011.8
45,0,0,0,0,16.11,62,1011.8
45,0,0,0,0,16.11,62,1011.8
45,0,0,0,0,16.11,62,1011.8
45,0,0,0,0,16.11,62,1011.7
45,0,0,0,0,16.11,63,1011.7
45,0,0,0,0,16.11,62,1011.7
45,0,0,0,0,16.11,63,1011.7
45,0,0,0,0,16.11,65,1011.6
0,0,0,0,0,16.11,65,1011.6
45,0,0,0,0,16.11,63,1011.6
45,0,0,0,0,16.11,64,1011.6
45,0,0,0,0,16.11,67,1011.6
45,0,0,0,0,16.11,66,1011.6
45,0,0,0,0,16.67,72,1011.6
45,0,0,0,0,18.33,68,1011.4
45,0,0,0,0,19.44,64,1011.5
0,0,0,0,0,20,61,1011.5
0,0,0,0,0,20.56,60,1011.5
0,0,0,0,0,20.56,58,1011.5
0,0,0,0,0,20.56,57,1011.4
0,0,0,0,0,20.56,56,1011.4
0,0,0,0,0,20.56,56,1011.3
45,0,0,0,0,20.56,55,1011.3
45,0,0,0,0,20.56,55,1011.3
45,0,0,0,0,20.56,55,1011.3
90,0,0,0,0,21.11,55,1011.4
90,0,0,0,0,21.11,54,1011.4
90,0,0,0,0,21.11,54,1011.3
90,0,0,0,0,21.11,54,1011.4
45,0,0,0,0,21.11,54,1011.3
45,0,0,0,0,21.11,54,1011.3
45,0,0,0,0,21.11,53,1011.3
45,0,0,0,0,21.11,54,1011.3
45,0,0,0,0,21.11,55,1011.2
0,0,0,0,0,21.11,53,1011.2
45,0,0,0,0,21.11,54,1011.2
45,0,0,0,0,21.11,54,1011.2
0,0,0,0,0,21.11,54,1011.2
45,0,0,0,0,21.11,53,1011.2
45,0,0,0,0,21.11,54,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,54,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,54,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,53,1011
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,52,1011
45,0,0.45,0,0,21.11,52,1011
45,0,0.45,0,0,21.11,52,1011
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,53,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.2
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011
45,0,0,0,0,21.11,52,1011.1
45,0,0,0,0,21.11,52,1011.2
45,0,0,0,0,21.11,52,1011.2
45,0,0,0,0,21.11,52,1011.2
45,0,0,0,0,21.11,52,1011.2
45,0,0,0,0,20.56,52,1011.3
45,0,0,0,0,20,54,1011.3
45,0,0,0,0,19.44,55,1011.3
45,0,0,0,0,19.44,55,1011.4
45,0,0,0,0,19.44,56,1011.4
315,0,0,0,0,19.44,55,1011.3
45,0,0,0,0,19.44,55,1011.4
0,0,0,0,0,19.44,55,1011.5
0,0,0,0,0,19.44,55,1011.4
0,0,0,0,0,19.44,55,1011.4
0,0,0,0,0,19.44,55,1011.4
0,0,0,0,0,19.44,55,1011.3
0,0,0,0,0,19.44,55,1011.3
0,0,0,0,0,19.44,55,1011.3
315,0,0,0,0,19.44,55,1011.4
315,0,0,0,0,19.44,55,1011.4
315,0,0,0,0,19.44,55,1011.5
315,0,0,0,0,19.44,55,1011.4
315,0,0,0,0,19.44,55,1011.4
315,0,0,0,0,19.44,50,1011.4
315,0,0,0,0,18.33,53,1011.4
315,0,0,0,0,17.78,55,1011.5
315,0,0,0,0,17.22,56,1011.5
315,0,0,0,0,17.22,58,1011.5
315,0,0,0,0,17.22,58,1011.5
315,0,0,0,0,16.67,59,1011.5
315,0,0,0,0,16.67,59,1011.5
315,0,0,0,0,16.67,60,1011.5
315,0,0,0,0,17.78,61,1011.4
315,0,0,0,0,18.33,59,1011.5
315,0,0,0,0,18.33,59,1011.5
315,0,0,0,0,18.33,58,1011.4
315,0,0,0,0,18.89,59,1011.4
315,0,0,0,0,18.89,59,1011.4
315,0,0,0,0,18.89,58,1011.3
315,0,0,0,0,18.89,57,1011.3
315,0,0.45,0,0,19.44,57,1011.3
315,0,0.45,0,0,19.44,56,1011.3
315,0,0,0,0,19.44,56,1011.3
315,0,0,0,0,19.44,56,1011.3
0,0,0,0,0,19.44,57,1011.3
0,0,0,0,0,19.44,56,1011.3
0,0,0,0,0,19.44,57,1011.3
0,0,0,0,0,19.44,57,1011.3
0,0,0,0,0,19.44,57,1011.2
90,0,0,0,0,19.44,54,1011.2
90,0,0,0,0,18.89,53,1011.2
45,0,0,0,0,18.33,55,1011.3
45,0,0,0,0,17.78,57,1011.3
45,0,0,0,0,17.78,58,1011.3
45,0,0,0,0,17.22,58,1011.3
45,0,0,0,0,17.22,58,1011.2
45,0,0,0,0,17.22,58,1011.2
45,0,0,0,0,17.22,58,1011.2
45,0,0,0,0,17.22,59,1011.2
45,0,0,0,0,17.22,59,1011.2
45,0,0,0,0,17.22,59,1011.1
45,0,0,0,0,16.67,59,1011.1
45,0,0,0,0,16.67,61,1011.1
45,0,0,0,0,16.67,60,1011.1
45,0,0,0,0,16.67,60,1011
45,0,0,0,0,16.67,60,1011.1
45,0,0,0,0,16.67,60,1011
45,0,0,0,0,16.67,59,1011.1
90,0,0.45,0,0,16.67,61,1011.1
45,0,0.45,0,0,16.67,59,1011.1
45,0,0,0,0,16.67,60,1011.1
45,0,0,0,0,16.67,59,1011.1
45,0,0,0,0,16.67,59,1011.1
45,0,0,0,0,16.67,59,1011.1
90,0,0,0,0,16.67,59,1011.1
90,0,0,0,0,16.67,59,1011
90,0,0,0,0,16.67,59,1011.1
90,0,0,0,0,16.67,60,1011
90,0,0,0,0,16.67,59,1011
90,0,0,0,0,16.67,60,1011
90,0,0,0,0,16.67,60,1010.9
90,0,0,0,0,16.67,60,1011
90,0,0,0,0,16.67,60,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,60,1010.9
90,0,0,0,0,16.67,61,1010.9
90,0,0,0,0,16.67,60,1010.8
45,0,0,0,0,16.67,61,1010.8
45,0,0,0,0,16.67,60,1010.9
45,0,0,0,0,16.67,59,1010.9
45,0,0,0,0,16.67,61,1010.8
45,0,0,0,0,16.67,60,1010.9
45,0,0,0,0,16.67,60,1010.9
45,0,0,0,0,16.11,60,1010.9
45,0,0,0,0,16.11,60,1010.9
45,0,0,0,0,16.11,60,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.8
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,60,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,60,1010.9
45,0,0,0,0,16.11,61,1010.9
45,0,0,0,0,16.11,61,1010.9
270,0,0,0,0,16.11,61,1010.9
270,0,0,0,0,16.11,62,1010.9
270,0,0,0,0,16.11,63,1010.9
270,0,0,0,0,16.11,63,1010.9
270,0,0,0,0,16.67,63,1010.9
270,0,0,0,0,16.11,63,1010.9
270,0,0,0,0,16.11,64,1010.9
270,0,0,0,0,16.11,63,1010.9
270,0,0,0,0,16.11,63,1010.8
270,0,0,0,0,16.67,64,1010.9
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,63,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,63,1010.8
270,0,0,0,0,16.11,63,1010.8
270,0,0,0,0,16.11,63,1010.9
270,0,0,0,0,16.67,63,1010.9
270,0,0,0,0,16.11,63,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,64,1010.8
270,0,0,0,0,16.11,64,1010.9
270,0,0,0,0,16.11,64,1010.9
270,0,0,0,0,16.67,64,1010.9
270,0,0,0,0,16.11,64,1010.9
270,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,64,1010.9
315,0,0,0,0,16.11,64,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,64,1010.9
315,0,0,0,0,16.11,65,1011
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,64,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,65,1010.9
315,0,0,0,0,16.11,64,1010.9
315,0,0,0,0,16.11,64,1011
315,0,0,0,0,16.11,64,1011
180,0,0,0,0,16.11,65,1011
180,0,0,0,0,16.11,64,1011
180,0,0,0,0,16.11,65,1011
180,0,0,0,0,16.11,64,1011
180,0,0,0,0,16.11,64,1011.1
180,0,0,0,0,16.11,64,1011.2
225,0,0,0,0,16.11,64,1011.2
225,0,0,0,0,16.11,64,1011.2
225,0,0,0,0,16.11,65,1011.2
225,0,0,0,0,16.11,64,1011.2
225,0,0,0,0,16.11,64,1011.2
225,0,0,0,0,16.11,65,1011.3
225,0,0,0,0,16.11,65,1011.3
225,0,0,0,0,16.11,64,1011.4
225,0,0,0,0,16.11,65,1011.4
225,0,0,0,0,16.11,64,1011.4
225,0,0,0,0,16.11,65,1011.5
225,0,0,0,0,16.11,65,1011.4
225,0,0,0,0,16.11,65,1011.4
225,0,0,0,0,16.11,65,1011.4
225,0,0,0,0,16.11,64,1011.4
225,0,0,0,0,16.67,64,1011.4
225,0,0,0,0,16.11,65,1011.4
225,0,0,0,0,16.11,64,1011.4
225,0,0,0,0,16.11,64,1011.5
225,0,0,0,0,16.11,64,1011.5
225,0,0,0,0,16.11,64,1011.4
225,0,0,0,0,16.11,64,1011.4
225,0,0.45,0,0,16.11,65,1011.4
225,0,0.45,0,0,16.11,65,1011.5
225,0,0,0,0,16.11,65,1011.5
225,0,0,0,0,16.11,65,1011.5
225,0,0,0,0,16.11,66,1011.4
225,0,0,0,0,16.11,66,1011.4
225,0,0,0,0,16.67,66,1011.4
225,0,0,0,0,16.67,66,1011.3
225,0,0,0,0,16.67,66,1011.4
225,0,0,0,0,16.67,65,1011.3
225,0,0,0,0,16.67,65,1011.4
225,0,0,0,0,16.67,64,1011.4
225,0,0,0,0,16.67,64,1011.4
225,0,0,0,0,16.67,64,1011.4
225,0,0,0,0,16.67,65,1011.4
225,0,0,0,0,16.67,65,1011.5
225,0,0,0,0,16.67,65,1011.5
225,0,0,0,0,16.67,65,1011.5
225,0,0,0,0,16.67,65,1011.6
225,0,0,0,0,16.67,65,1011.5
225,0,0.45,0,0,16.67,65,1011.5
225,0,0.45,0,0,16.67,66,1011.5
225,0,0,0,0,16.11,66,1011.5
225,0,0.45,0,0,16.11,67,1011.5
225,0,0.45,0,0,16.11,67,1011.6
225,0,0,0,0,16.67,67,1011.7
225,0,0,0,0,16.67,67,1011.6
225,0,0,0,0,16.11,68,1011.6
225,0,0,0,0,16.11,67,1011.6
225,0,0,0,0,16.11,67,1011.6
225,0,0,0,0,16.11,68,1011.7
225,0,0,0,0,16.11,68,1011.7
225,0,0,0,0,16.11,68,1011.6
225,0,0,0,0,16.11,68,1011.6
225,0,0,0,0,16.67,68,1011.6
225,0,0,0,0,16.67,70,1011.6
225,0,0,0,0,17.78,65,1011.5
225,0,0.45,0,0,18.89,61,1011.5
225,0,0.45,0,0,19.44,60,1011.5
225,0,0,0,0,19.44,58,1011.6
225,0,0,0,0,20,58,1011.5
225,0,0,0,0,20,58,1011.5
225,0,0,0,0,20,58,1011.5
225,0,0,0,0,20,59,1011.5
225,0,0,0,0,20,58,1011.5
225,0,0,0,0,20,58,1011.5
225,0,0,0,0,19.44,59,1011.4
225,0,0,0,0,20,59,1011.3
225,0,0,0,0,19.44,59,1011.3
225,0,0,0,0,18.89,60,1011.2
225,0,0,0,0,18.89,60,1011.2
